index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m,normalizedDistance
1758,2699.95,1.503,-317.161,36.059,-526.574,36.059,3.17,2000.0,25.05,90.2,3.16,7.64,10.80,0.757349
1759,2701.45,1.502,-316.329,36.106,-527.824,36.106,3.15,2000.0,25.02,90.1,3.25,7.55,10.79,0.757770
1760,2703.03,1.576,-315.456,36.161,-529.134,36.161,3.47,2000.0,25.01,90.0,3.34,7.45,10.79,0.758213
1761,2704.61,1.575,-314.583,36.215,-530.444,36.215,3.42,2000.0,24.98,89.9,3.43,7.36,10.79,0.758656
1762,2706.18,1.574,-313.710,36.271,-531.753,36.271,3.62,2000.0,24.99,90.0,3.52,7.27,10.79,0.759097
1763,2707.75,1.573,-312.838,36.326,-533.061,36.326,3.45,2000.0,24.95,89.8,3.62,7.17,10.79,0.759537
1764,2709.33,1.573,-311.965,36.381,-534.368,36.381,3.51,2000.0,24.95,89.8,3.71,7.08,10.79,0.759980
1765,2710.90,1.571,-311.093,36.436,-535.674,36.436,3.52,2000.0,24.93,89.8,3.80,6.99,10.78,0.760421
1766,2712.47,1.570,-310.222,36.491,-536.979,36.491,3.49,2000.0,24.91,89.7,3.89,6.89,10.78,0.760861
1767,2714.04,1.569,-309.352,36.549,-538.283,36.549,3.68,2000.0,24.89,89.6,3.98,6.81,10.78,0.761302
1768,2715.61,1.569,-308.482,36.606,-539.587,36.606,3.69,2000.0,24.90,89.6,4.06,6.72,10.79,0.761742
1769,2717.17,1.566,-307.613,36.663,-540.888,36.663,3.61,2000.0,24.86,89.5,4.15,6.64,10.79,0.762180
1770,2718.74,1.566,-306.745,36.723,-542.190,36.723,3.87,2000.0,24.84,89.4,4.23,6.55,10.79,0.762620
1771,2720.30,1.564,-305.878,36.785,-543.491,36.785,3.93,2000.0,24.81,89.3,4.32,6.46,10.78,0.763058
1772,2721.87,1.563,-305.012,36.847,-544.791,36.847,4.01,2000.0,24.79,89.3,4.41,6.36,10.76,0.763498
1773,2723.43,1.562,-304.147,36.912,-546.089,36.912,4.13,2000.0,24.78,89.2,4.49,6.24,10.73,0.763935
1774,2724.99,1.561,-303.283,36.977,-547.387,36.977,4.17,2000.0,24.76,89.1,4.57,6.11,10.68,0.764373
1775,2726.55,1.559,-302.419,37.040,-548.683,37.040,4.09,2000.0,24.74,89.1,4.65,5.99,10.64,0.764811
1776,2728.11,1.558,-301.556,37.105,-549.979,37.105,4.15,2000.0,24.72,89.0,4.74,5.87,10.61,0.765248
1777,2729.67,1.556,-300.694,37.170,-551.273,37.170,4.16,2000.0,24.69,88.9,4.82,5.77,10.59,0.765686
1778,2731.22,1.555,-299.833,37.236,-552.566,37.236,4.27,2000.0,24.67,88.8,4.91,5.68,10.58,0.766121
1779,2732.78,1.553,-298.972,37.304,-553.857,37.304,4.35,2000.0,24.65,88.7,4.99,5.59,10.58,0.766558
1780,2734.33,1.552,-298.112,37.373,-555.147,37.373,4.45,2000.0,24.63,88.7,5.08,5.51,10.58,0.766993
1781,2735.88,1.551,-297.253,37.439,-556.436,37.439,4.28,2000.0,24.61,88.6,5.16,5.42,10.59,0.767428
1782,2737.43,1.549,-296.394,37.505,-557.724,37.505,4.26,2000.0,24.58,88.5,5.26,5.34,10.60,0.767863
1783,2738.98,1.548,-295.536,37.572,-559.010,37.572,4.33,2000.0,24.56,88.4,5.35,5.25,10.59,0.768297
1784,2740.52,1.547,-294.678,37.636,-560.295,37.636,4.16,2000.0,24.52,88.3,5.43,5.16,10.59,0.768729
1785,2742.07,1.544,-293.822,37.707,-561.578,37.707,4.61,2000.0,24.52,88.3,5.52,5.07,10.59,0.769164
1786,2743.61,1.544,-292.966,37.775,-562.862,37.775,4.40,2000.0,24.48,88.1,5.61,4.98,10.59,0.769596
1787,2745.16,1.542,-292.111,37.846,-564.144,37.846,4.57,2000.0,24.48,88.1,5.70,4.89,10.59,0.770031
1788,2746.70,1.541,-291.258,37.916,-565.425,37.916,4.55,1997.1,24.44,88.0,5.79,4.80,10.59,0.770463
1789,2748.24,1.540,-290.406,37.986,-566.707,37.986,4.58,2000.0,24.44,88.0,5.88,4.71,10.58,0.770895
1790,2749.78,1.539,-289.556,38.055,-567.988,38.055,4.50,2000.0,24.41,87.9,5.96,4.62,10.58,0.771327
1791,2751.32,1.538,-288.708,38.126,-569.268,38.126,4.57,2000.0,24.39,87.8,6.05,4.53,10.58,0.771759
1792,2752.85,1.536,-287.861,38.196,-570.547,38.196,4.61,2000.0,24.38,87.8,6.13,4.45,10.58,0.772188
1793,2754.39,1.535,-287.015,38.268,-571.826,38.268,4.68,2000.0,24.36,87.7,6.22,4.36,10.58,0.772620
1794,2755.92,1.534,-286.170,38.340,-573.103,38.340,4.66,2000.0,24.33,87.6,6.31,4.28,10.58,0.773049
1795,2757.46,1.533,-285.325,38.413,-574.380,38.413,4.80,2000.0,24.33,87.6,6.39,4.19,10.58,0.773481
1796,2758.99,1.532,-284.481,38.483,-575.657,38.483,4.58,2000.0,24.30,87.5,6.47,4.11,10.58,0.773910
1797,2760.52,1.530,-283.638,38.556,-576.932,38.556,4.79,2000.0,24.28,87.4,6.56,4.02,10.58,0.774339
1798,2762.05,1.529,-282.796,38.630,-578.206,38.630,4.82,2000.0,24.26,87.4,6.64,3.94,10.58,0.774769
1799,2763.58,1.527,-281.955,38.704,-579.478,38.704,4.83,2000.0,24.23,87.2,6.73,3.85,10.58,0.775198
1800,2765.10,1.526,-281.115,38.778,-580.750,38.778,4.84,2000.0,24.21,87.2,6.81,3.76,10.57,0.775624
1801,2766.63,1.524,-280.277,38.851,-582.021,38.851,4.80,2000.0,24.17,87.0,6.90,3.68,10.57,0.776053
1802,2768.15,1.522,-279.440,38.924,-583.291,38.924,4.81,2000.0,24.13,86.9,6.98,3.59,10.57,0.776480
1803,2769.67,1.520,-278.606,38.998,-584.559,38.998,4.89,2000.0,24.11,86.8,7.06,3.51,10.57,0.776906
1804,2771.19,1.518,-277.774,39.074,-585.826,39.074,5.00,1792.6,24.09,86.7,7.15,3.43,10.58,0.777332
1805,2772.71,1.516,-276.943,39.146,-587.093,39.146,4.81,1262.7,24.04,86.5,7.23,3.35,10.58,0.777759
1806,2774.22,1.514,-276.116,39.223,-588.358,39.223,5.07,992.1,24.02,86.5,7.30,3.28,10.58,0.778182
1807,2775.73,1.512,-275.291,39.299,-589.623,39.299,5.02,1055.6,23.97,86.3,7.38,3.20,10.58,0.778606
1808,2777.24,1.510,-274.470,39.376,-590.888,39.376,5.14,878.2,23.95,86.2,7.45,3.13,10.58,0.779029
1809,2778.75,1.508,-273.651,39.453,-592.152,39.453,5.07,889.5,23.92,86.1,7.52,3.06,10.58,0.779453
1810,2780.26,1.506,-272.836,39.529,-593.416,39.529,5.07,717.5,23.88,86.0,7.58,2.99,10.58,0.779877
1811,2781.76,1.504,-272.025,39.606,-594.680,39.606,5.14,863.9,23.86,85.9,7.64,2.93,10.58,0.780297
1812,2783.27,1.502,-271.217,39.681,-595.943,39.681,5.00,857.6,23.82,85.7,7.70,2.88,10.58,0.780721
1813,2784.84,1.571,-270.374,39.763,-597.266,39.763,5.20,784.5,23.79,85.7,7.76,2.82,10.57,0.781161
1814,2786.41,1.569,-269.535,39.844,-598.589,39.844,5.21,678.1,23.75,85.5,7.81,2.76,10.57,0.781602
1815,2787.98,1.567,-268.700,39.926,-599.913,39.926,5.23,749.7,23.73,85.4,7.86,2.71,10.57,0.782042
1816,2789.54,1.564,-267.870,40.009,-601.236,40.009,5.31,726.0,23.69,85.3,7.90,2.66,10.56,0.782480
1817,2791.10,1.563,-267.042,40.090,-602.559,40.090,5.19,769.5,23.65,85.2,7.93,2.61,10.55,0.782917
1818,2792.66,1.559,-266.220,40.174,-603.881,40.174,5.39,864.5,23.62,85.0,7.97,2.57,10.54,0.783355
1819,2794.22,1.559,-265.400,40.255,-605.205,40.255,5.22,783.1,23.59,84.9,7.99,2.53,10.52,0.783792
1820,2795.78,1.555,-264.585,40.338,-606.526,40.338,5.32,898.6,23.57,84.9,8.02,2.50,10.51,0.784230
1821,2797.33,1.554,-263.772,40.418,-607.848,40.418,5.17,904.8,23.52,84.7,8.04,2.47,10.50,0.784665
1822,2798.88,1.551,-262.963,40.499,-609.170,40.499,5.19,968.9,23.49,84.6,8.06,2.43,10.49,0.785100
1823,2800.43,1.549,-262.158,40.580,-610.490,40.580,5.28,902.6,23.46,84.4,8.07,2.40,10.48,0.785534
1824,2801.98,1.547,-261.356,40.663,-611.810,40.663,5.38,1081.8,23.42,84.3,8.09,2.38,10.47,0.785969
1825,2803.53,1.546,-260.556,40.745,-613.130,40.745,5.32,1593.6,23.39,84.2,8.10,2.35,10.45,0.786404
1826,2805.07,1.542,-259.759,40.829,-614.448,40.829,5.41,1366.3,23.37,84.1,8.12,2.33,10.45,0.786836
1827,2806.61,1.541,-258.965,40.911,-615.766,40.911,5.31,1449.5,23.31,83.9,8.13,2.32,10.44,0.787268
1828,2808.15,1.538,-258.174,40.996,-617.082,40.996,5.59,1372.1,23.30,83.9,8.14,2.29,10.43,0.787700
1829,2809.69,1.536,-257.385,41.081,-618.397,41.081,5.49,1280.9,23.25,83.7,8.15,2.28,10.43,0.788132
1830,2811.22,1.534,-256.598,41.168,-619.712,41.168,5.70,1896.6,23.24,83.6,8.16,2.27,10.43,0.788561
1831,2812.75,1.532,-255.814,41.253,-621.025,41.253,5.58,1211.6,23.18,83.5,8.17,2.25,10.42,0.788990
1832,2814.28,1.530,-255.033,41.342,-622.337,41.342,5.83,1393.4,23.18,83.4,8.18,2.24,10.42,0.789419
1833,2815.81,1.529,-254.253,41.430,-623.649,41.430,5.74,1310.4,23.15,83.4,8.19,2.23,10.42,0.789849
1834,2817.34,1.527,-253.476,41.517,-624.961,41.517,5.70,1345.0,23.14,83.3,8.20,2.22,10.42,0.790278
1835,2818.87,1.526,-252.701,41.601,-626.273,41.601,5.50,1718.2,23.10,83.1,8.21,2.21,10.42,0.790707
1836,2820.39,1.524,-251.929,41.686,-627.583,41.686,5.61,1397.7,23.08,83.1,8.21,2.21,10.42,0.791133
1837,2821.91,1.522,-251.158,41.772,-628.893,41.772,5.65,1685.9,23.04,82.9,8.22,2.21,10.43,0.791560
1838,2823.44,1.521,-250.389,41.856,-630.203,41.856,5.57,2000.0,23.02,82.9,8.23,2.20,10.43,0.791989
1839,2824.96,1.519,-249.622,41.945,-631.511,41.945,5.86,2000.0,23.02,82.9,8.23,2.20,10.43,0.792415
1840,2826.47,1.518,-248.856,42.032,-632.819,42.032,5.68,2000.0,22.98,82.7,8.24,2.20,10.44,0.792839
1841,2827.99,1.517,-248.091,42.119,-634.125,42.119,5.80,2000.0,22.96,82.7,8.24,2.20,10.44,0.793265
1842,2829.51,1.515,-247.327,42.209,-635.431,42.209,5.93,2000.0,22.96,82.6,8.25,2.20,10.44,0.793691
1843,2831.02,1.514,-246.563,42.299,-636.734,42.299,5.93,2000.0,22.93,82.5,8.25,2.20,10.45,0.794115
1844,2832.53,1.513,-245.799,42.387,-638.038,42.387,5.83,2000.0,22.92,82.5,8.26,2.19,10.45,0.794539
1845,2834.05,1.511,-245.036,42.475,-639.339,42.475,5.87,2000.0,22.90,82.4,8.26,2.19,10.45,0.794965
1846,2835.56,1.510,-244.273,42.562,-640.639,42.562,5.78,2000.0,22.87,82.3,8.27,2.19,10.46,0.795388
1847,2837.07,1.509,-243.509,42.651,-641.937,42.651,5.90,2000.0,22.86,82.3,8.28,2.19,10.47,0.795812
1848,2838.57,1.508,-242.745,42.740,-643.234,42.740,5.88,1998.8,22.84,82.2,8.29,2.18,10.47,0.796233
1849,2840.08,1.506,-241.981,42.832,-644.529,42.832,6.11,2000.0,22.83,82.2,8.30,2.17,10.48,0.796656
1850,2841.59,1.507,-241.216,42.921,-645.824,42.921,5.95,2000.0,22.81,82.1,8.32,2.17,10.49,0.797080
1851,2843.09,1.505,-240.452,43.012,-647.117,43.012,6.09,2000.0,22.80,82.1,8.33,2.16,10.49,0.797501
1852,2844.60,1.504,-239.687,43.104,-648.410,43.104,6.09,2000.0,22.78,82.0,8.34,2.15,10.50,0.797924
1853,2846.17,1.570,-238.889,43.199,-649.759,43.199,6.08,2000.0,22.74,81.9,8.36,2.15,10.50,0.798365
1854,2847.74,1.565,-238.095,43.296,-651.104,43.296,6.17,2000.0,22.61,81.4,8.37,2.14,10.51,0.798805
1855,2849.29,1.555,-237.306,43.391,-652.441,43.391,6.13,2000.0,22.46,80.9,8.38,2.13,10.51,0.799240
1856,2850.83,1.543,-236.523,43.488,-653.767,43.488,6.28,2000.0,22.28,80.2,8.40,2.13,10.52,0.799672
1857,2852.37,1.530,-235.748,43.583,-655.083,43.583,6.27,2000.0,22.05,79.4,8.41,2.12,10.53,0.800104
1858,2853.88,1.510,-234.983,43.681,-656.381,43.681,6.50,2000.0,21.77,78.4,8.42,2.12,10.54,0.800527
1859,2855.44,1.560,-234.193,43.778,-657.722,43.778,6.20,2000.0,21.57,77.6,8.43,2.11,10.55,0.800965
1860,2856.98,1.547,-233.409,43.876,-659.053,43.876,6.35,2000.0,21.40,77.1,8.44,2.11,10.55,0.801397
1861,2858.52,1.533,-232.633,43.972,-660.371,43.972,6.26,2000.0,21.20,76.3,8.45,2.10,10.55,0.801829
1862,2860.04,1.520,-231.863,44.068,-661.678,44.068,6.34,2000.0,21.02,75.7,8.46,2.10,10.56,0.802255
1863,2861.54,1.507,-231.099,44.163,-662.973,44.163,6.32,2000.0,20.85,75.1,8.47,2.09,10.56,0.802676
1864,2863.10,1.557,-230.310,44.262,-664.312,44.262,6.39,2000.0,20.68,74.4,8.47,2.09,10.56,0.803114
1865,2864.65,1.544,-229.528,44.360,-665.640,44.360,6.30,2000.0,20.52,73.9,8.48,2.08,10.56,0.803548
1866,2866.18,1.532,-228.753,44.452,-666.958,44.452,6.08,2000.0,20.34,73.2,8.48,2.08,10.56,0.803978
1867,2867.71,1.526,-227.981,44.550,-668.270,44.550,6.40,2000.0,20.48,73.7,8.49,2.07,10.56,0.804407
1868,2869.24,1.530,-227.207,44.644,-669.587,44.644,6.18,2000.0,20.30,73.1,8.49,2.07,10.56,0.804836
1869,2870.75,1.515,-226.441,44.744,-670.890,44.744,6.61,2000.0,20.12,72.4,8.49,2.07,10.56,0.805259
1870,2872.31,1.561,-225.652,44.845,-672.234,44.845,6.45,2000.0,19.91,71.7,8.50,2.06,10.56,0.805697
1871,2873.86,1.547,-224.870,44.945,-673.565,44.945,6.49,2000.0,19.73,71.0,8.50,2.06,10.56,0.806132
1872,2875.39,1.531,-224.097,45.046,-674.882,45.046,6.63,2000.0,19.55,70.4,8.50,2.06,10.56,0.806561
1873,2876.91,1.517,-223.330,45.146,-676.187,45.146,6.58,2000.0,19.35,69.7,8.50,2.06,10.56,0.806987
1874,2878.47,1.559,-222.543,45.251,-677.529,45.251,6.76,2000.0,19.16,69.0,8.50,2.05,10.56,0.807425
1875,2880.01,1.544,-221.764,45.355,-678.858,45.355,6.77,2000.0,18.97,68.3,8.50,2.05,10.55,0.807857
1876,2881.54,1.528,-220.992,45.461,-680.173,45.461,6.95,2000.0,18.78,67.6,8.50,2.05,10.55,0.808286
1877,2883.06,1.514,-220.227,45.562,-681.476,45.562,6.70,2000.0,18.58,66.9,8.50,2.05,10.54,0.808712
1878,2884.61,1.552,-219.443,45.673,-682.810,45.673,7.14,2000.0,18.41,66.3,8.50,2.04,10.54,0.809147
1879,2886.15,1.536,-218.666,45.776,-684.131,45.776,6.74,1795.3,18.17,65.4,8.50,2.04,10.54,0.809579
1880,2887.67,1.520,-217.896,45.886,-685.437,45.886,7.25,1760.5,18.01,64.8,8.50,2.03,10.53,0.810006
1881,2889.22,1.557,-217.107,45.997,-686.774,45.997,7.13,2000.0,17.80,64.1,8.50,2.03,10.53,0.810440
1882,2890.76,1.540,-216.325,46.105,-688.097,46.105,7.02,2000.0,17.59,63.3,8.51,2.02,10.53,0.810872
1883,2892.29,1.523,-215.551,46.214,-689.404,46.214,7.17,2000.0,17.42,62.7,8.51,2.01,10.52,0.811302
1884,2893.79,1.506,-214.787,46.318,-690.697,46.318,6.94,2000.0,17.22,62.0,8.50,2.01,10.51,0.811722
1885,2895.33,1.540,-214.004,46.426,-692.020,46.426,7.02,2000.0,17.01,61.2,8.50,2.01,10.51,0.812154
1886,2896.86,1.523,-213.231,46.534,-693.328,46.534,7.13,2000.0,16.85,60.6,8.50,2.00,10.50,0.812583
1887,2898.36,1.505,-212.467,46.639,-694.620,46.639,6.98,2000.0,16.62,59.8,8.50,1.99,10.49,0.813004
1888,2899.90,1.538,-211.686,46.749,-695.941,46.749,7.17,2000.0,16.45,59.2,8.51,1.99,10.50,0.813436
1889,2901.42,1.519,-210.915,46.858,-697.244,46.858,7.23,1742.3,16.24,58.5,8.51,1.98,10.49,0.813863
1890,2902.97,1.551,-210.129,46.971,-698.576,46.971,7.25,2000.0,16.05,57.8,8.51,1.98,10.49,0.814297
1891,2904.51,1.532,-209.351,47.082,-699.892,47.082,7.30,2000.0,15.88,57.2,8.51,1.97,10.48,0.814729
1892,2906.02,1.515,-208.581,47.194,-701.192,47.194,7.41,2000.0,15.70,56.5,8.51,1.97,10.48,0.815153
1893,2907.57,1.545,-207.796,47.305,-702.518,47.305,7.22,1515.9,15.51,55.8,8.52,1.96,10.48,0.815588
1894,2909.09,1.526,-207.019,47.417,-703.827,47.417,7.32,2000.0,15.34,55.2,8.54,1.95,10.49,0.816014
1895,2910.60,1.508,-206.252,47.526,-705.120,47.526,7.30,2000.0,15.14,54.5,8.55,1.95,10.49,0.816438
1896,2912.14,1.536,-205.470,47.633,-706.437,47.633,6.98,2000.0,14.94,53.8,8.56,1.93,10.49,0.816870
1897,2913.65,1.516,-204.697,47.749,-707.737,47.749,7.67,2000.0,14.80,53.3,8.57,1.92,10.49,0.817293
1898,2915.20,1.541,-203.911,47.856,-709.058,47.856,6.92,2000.0,14.56,52.4,8.58,1.92,10.50,0.817728
1899,2916.72,1.522,-203.135,47.969,-710.362,47.969,7.50,2000.0,14.40,51.8,8.60,1.91,10.51,0.818154
1900,2918.26,1.543,-202.347,48.083,-711.684,48.083,7.38,2000.0,14.21,51.2,8.62,1.89,10.51,0.818586
1901,2919.79,1.524,-201.569,48.193,-712.989,48.193,7.23,2000.0,14.02,50.5,8.64,1.88,10.52,0.819015
1902,2921.29,1.505,-200.800,48.304,-714.278,48.304,7.37,2000.0,13.85,49.9,8.66,1.87,10.53,0.819436
1903,2922.82,1.528,-200.019,48.414,-715.587,48.414,7.27,2000.0,13.68,49.3,8.68,1.86,10.54,0.819865
1904,2924.33,1.509,-199.248,48.524,-716.880,48.524,7.26,2000.0,13.52,48.7,8.71,1.85,10.55,0.820289
1905,2925.86,1.531,-198.467,48.632,-718.192,48.632,7.08,2000.0,13.34,48.0,8.72,1.84,10.56,0.820718
1906,2927.37,1.510,-197.697,48.744,-719.486,48.744,7.46,729.7,13.17,47.4,8.74,1.83,10.57,0.821142
1907,2928.90,1.530,-196.920,48.851,-720.800,48.851,7.00,2000.0,12.96,46.7,8.75,1.82,10.57,0.821571
1908,2930.41,1.507,-196.155,48.962,-722.093,48.962,7.39,451.2,12.78,46.0,8.77,1.81,10.58,0.821994
1909,2931.93,1.522,-195.386,49.070,-723.402,49.070,7.14,689.9,12.59,45.3,8.77,1.82,10.59,0.822421
1910,2933.47,1.537,-194.613,49.185,-724.726,49.185,7.47,399.8,12.41,44.7,8.77,1.81,10.58,0.822853
1911,2934.99,1.516,-193.856,49.298,-726.034,49.298,7.49,331.3,12.25,44.1,8.76,1.82,10.59,0.823279
1912,2936.52,1.535,-193.095,49.416,-727.362,49.416,7.69,282.0,12.11,43.6,8.74,1.84,10.59,0.823708
1913,2938.03,1.504,-192.357,49.520,-728.668,49.520,6.95,191.7,12.53,45.1,8.71,1.86,10.57,0.824132
1914,2939.55,1.525,-191.619,49.638,-729.997,49.638,7.77,169.1,12.32,44.3,8.68,1.90,10.58,0.824558
1915,2941.09,1.539,-190.885,49.740,-731.346,49.740,6.65,150.7,12.08,43.5,8.62,1.95,10.57,0.824990
1916,2942.60,1.511,-190.179,49.854,-732.676,49.854,7.56,115.9,11.92,42.9,8.54,2.02,10.56,0.825414
1917,2944.12,1.522,-189.485,49.961,-734.026,49.961,7.02,88.4,11.70,42.1,8.44,2.10,10.54,0.825840
1918,2945.65,1.530,-188.811,50.069,-735.395,50.069,7.12,70.8,11.48,41.3,8.32,2.21,10.53,0.826269
1919,2947.19,1.537,-188.164,50.176,-736.785,50.176,6.97,58.4,11.28,40.6,8.15,2.36,10.50,0.826701
1920,2948.70,1.509,-187.564,50.284,-738.166,50.284,7.13,52.4,11.08,39.9,7.94,2.53,10.47,0.827125
1921,2950.22,1.515,-187.002,50.386,-739.569,50.386,6.81,48.3,10.88,39.2,7.69,2.76,10.45,0.827551
1922,2951.73,1.518,-186.482,50.488,-740.992,50.488,6.69,48.2,10.67,38.4,7.41,3.03,10.44,0.827975
1923,2953.26,1.523,-186.007,50.583,-742.436,50.583,6.29,42.9,10.47,37.7,7.10,3.35,10.45,0.828404
1924,2954.78,1.525,-185.582,50.684,-743.897,50.684,6.58,40.4,10.28,37.0,6.76,3.72,10.48,0.828830
1925,2956.31,1.525,-185.213,50.777,-745.373,50.777,6.13,36.9,10.07,36.3,6.38,4.15,10.53,0.829259
1926,2957.83,1.525,-184.905,50.875,-746.863,50.875,6.47,38.1,9.87,35.5,6.00,4.64,10.64,0.829686
1927,2959.36,1.524,-184.656,50.970,-748.363,50.970,6.20,37.0,9.67,34.8,5.57,5.17,10.74,0.830115
1928,2960.88,1.521,-184.470,51.062,-749.870,51.062,6.09,35.3,9.47,34.1,5.09,5.78,10.87,0.830541
1929,2962.40,1.518,-184.349,51.151,-751.381,51.151,5.88,33.9,9.28,33.4,4.60,6.44,11.05,0.830968
1930,2963.92,1.521,-184.295,51.237,-752.898,51.237,5.63,35.9,9.17,33.0,3.97,7.16,11.13,0.831394
1931,2965.43,1.512,-184.305,51.316,-754.408,51.316,5.28,37.2,9.16,33.0,3.34,7.91,11.25,0.831818
1932,2966.94,1.511,-184.376,51.394,-755.915,51.394,5.14,34.2,9.17,33.0,2.60,8.68,11.27,0.832241
1933,2968.45,1.514,-184.514,51.468,-757.421,51.468,4.92,30.1,9.19,33.1,1.82,9.49,11.31,0.832665
1934,2969.98,1.521,-184.729,51.552,-758.925,51.552,5.50,29.1,9.25,33.3,1.67,10.40,12.07,0.833094
1935,2971.48,1.503,-185.018,51.632,-760.397,51.632,5.37,28.8,9.31,33.5,1.39,11.36,12.75,0.833515
1936,2972.99,1.514,-185.386,51.716,-761.864,51.716,5.54,28.7,9.40,33.8,1.19,12.23,13.42,0.833938
1937,2974.52,1.525,-185.835,51.798,-763.319,51.798,5.39,27.4,9.51,34.2,1.42,11.59,13.01,0.834367
1938,2976.04,1.522,-186.363,51.883,-764.744,51.883,5.56,30.8,9.67,34.8,1.61,10.82,12.43,0.834794
1939,2977.57,1.524,-186.961,51.959,-766.143,51.959,5.00,32.5,9.88,35.6,2.02,10.07,12.10,0.835223
1940,2979.10,1.529,-187.627,52.039,-767.518,52.039,5.26,33.3,10.12,36.4,2.80,9.23,12.04,0.835652
1941,2980.60,1.508,-188.345,52.116,-768.842,52.116,5.10,35.7,10.41,37.5,3.51,8.40,11.90,0.836073
1942,2982.13,1.523,-189.125,52.197,-770.148,52.197,5.32,43.3,10.74,38.7,4.21,7.61,11.82,0.836502
1943,2983.63,1.506,-189.942,52.274,-771.411,52.274,5.11,49.3,11.08,39.9,4.82,6.89,11.71,0.836923
1944,2985.15,1.519,-190.804,52.351,-772.659,52.351,5.11,61.2,11.43,41.1,5.48,6.27,11.75,0.837349
1945,2986.69,1.532,-191.705,52.431,-773.895,52.431,5.22,77.4,11.78,42.4,6.11,5.73,11.83,0.837781
1946,2988.19,1.505,-192.613,52.512,-775.093,52.512,5.41,125.2,12.09,43.5,6.69,5.22,11.92,0.838202
1947,2989.73,1.538,-193.556,52.596,-776.305,52.596,5.44,473.5,12.28,44.2,7.26,4.75,12.01,0.838634
1948,2991.24,1.515,-194.481,52.685,-777.502,52.685,5.91,108.1,12.36,44.5,7.82,4.29,12.11,0.839058
1949,2992.77,1.521,-195.393,52.775,-778.716,52.775,5.94,62.9,12.38,44.6,8.38,3.87,12.26,0.839487
1950,2994.29,1.526,-196.277,52.876,-779.955,52.876,6.62,49.5,12.42,44.7,8.97,3.48,12.45,0.839913
1951,2995.82,1.530,-197.126,52.969,-781.226,52.969,6.09,42.4,12.46,44.9,9.59,3.04,12.63,0.840342
1952,2997.36,1.538,-197.932,53.058,-782.532,53.058,5.82,43.7,12.57,45.3,10.25,2.54,12.79,0.840774
1953,2998.88,1.517,-198.681,53.155,-783.848,53.155,6.34,43.5,12.72,45.8,10.84,1.98,12.82,0.841201
1954,3000.42,1.536,-199.393,53.257,-785.205,53.257,6.69,43.3,12.88,46.4,11.36,1.53,12.89,0.841633
1955,3001.93,1.518,-200.049,53.353,-786.570,53.353,6.36,43.4,13.05,47.0,11.78,1.22,13.01,0.842056
1956,3003.47,1.536,-200.664,53.460,-787.974,53.460,6.94,40.7,13.22,47.6,12.04,1.16,13.20,0.842488
1957,3004.99,1.517,-201.219,53.551,-789.383,53.551,6.04,40.4,13.38,48.2,11.99,1.36,13.35,0.842914
1958,3006.53,1.538,-201.727,53.648,-790.832,53.648,6.32,39.1,13.60,48.9,11.64,1.77,13.41,0.843346
1959,3008.05,1.519,-202.173,53.731,-792.282,53.731,5.49,41.2,13.78,49.6,11.12,2.26,13.38,0.843773
1960,3009.59,1.541,-202.570,53.808,-793.769,53.808,5.00,42.2,13.98,50.3,10.58,2.82,13.40,0.844205
1961,3011.11,1.520,-202.909,53.886,-795.249,53.886,5.07,49.7,14.17,51.0,9.96,3.37,13.33,0.844631
1962,3012.65,1.540,-203.206,53.974,-796.758,53.974,5.75,55.2,14.35,51.6,9.33,3.89,13.22,0.845063
1963,3014.16,1.516,-203.457,54.066,-798.250,54.066,6.06,54.6,14.52,52.3,8.69,4.38,13.07,0.845487
1964,3015.70,1.532,-203.668,54.166,-799.764,54.166,6.55,54.4,14.68,52.8,8.03,4.90,12.93,0.845919
1965,3017.20,1.504,-203.835,54.266,-801.256,54.266,6.70,47.0,14.81,53.3,7.42,5.42,12.84,0.846339
1966,3018.72,1.517,-203.954,54.367,-802.765,54.367,6.65,48.6,14.94,53.8,6.86,5.94,12.80,0.846766
1967,3020.25,1.529,-204.027,54.467,-804.289,54.467,6.54,52.7,15.04,54.1,6.36,6.44,12.80,0.847195
1968,3021.79,1.541,-204.055,54.567,-805.826,54.567,6.56,58.9,15.16,54.6,5.89,6.91,12.80,0.847627
1969,3023.29,1.507,-204.044,54.667,-807.329,54.667,6.61,61.8,15.28,55.0,5.48,7.33,12.81,0.848048
1970,3024.81,1.519,-203.996,54.767,-808.844,54.767,6.58,65.1,15.40,55.4,5.10,7.76,12.86,0.848474
1971,3026.34,1.531,-203.912,54.865,-810.370,54.865,6.41,64.7,15.52,55.9,4.76,8.18,12.93,0.848903
1972,3027.89,1.543,-203.791,54.961,-811.904,54.961,6.24,65.5,15.64,56.3,4.44,8.57,13.01,0.849338
1973,3029.39,1.507,-203.638,55.053,-813.401,55.053,6.14,71.9,15.76,56.7,4.14,8.92,13.06,0.849759
1974,3030.91,1.518,-203.452,55.144,-814.905,55.144,6.01,74.5,15.87,57.1,3.86,9.22,13.08,0.850185
1975,3032.44,1.529,-203.234,55.238,-816.415,55.238,6.13,76.6,15.98,57.5,3.58,9.47,13.05,0.850614
